"resultado","convocatoria","escalafon","sexo","disciplina_codigo","n"
"Denegado","2022","Becas doctorales","F","KT1",1
"Denegado","2022","Becas doctorales","M","KA1",15
"Denegado","2022","Becas doctorales","M","KA2",12
"Denegado","2022","Becas doctorales","M","KA3",6
"Denegado","2022","Becas doctorales","M","KA4",2
"Denegado","2022","Becas doctorales","M","KA5",10
"Denegado","2022","Becas doctorales","M","KA6",6
"Denegado","2022","Becas doctorales","M","KA7",5
"Denegado","2022","Becas doctorales","M","KA8",6
"Denegado","2022","Becas doctorales","M","KB1",13
"Denegado","2022","Becas doctorales","M","KB2",45
"Denegado","2022","Becas doctorales","M","KB3",17
"Denegado","2022","Becas doctorales","M","KB4",7
"Denegado","2022","Becas doctorales","M","KE1",4
"Denegado","2022","Becas doctorales","M","KE2",2
"Denegado","2022","Becas doctorales","M","KE3",3
"Denegado","2022","Becas doctorales","M","KE4",1
"Denegado","2022","Becas doctorales","M","KE5",7
"Denegado","2022","Becas doctorales","M","KS1",25
"Denegado","2022","Becas doctorales","M","KS10",7
"Denegado","2022","Becas doctorales","M","KS2",18
"Denegado","2022","Becas doctorales","M","KS3",36
"Denegado","2022","Becas doctorales","M","KS4",48
"Denegado","2022","Becas doctorales","M","KS5",40
"Denegado","2022","Becas doctorales","M","KS6",6
"Denegado","2022","Becas doctorales","M","KS7",14
"Denegado","2022","Becas doctorales","M","KS8",5
"Denegado","2022","Becas doctorales","M","KS9",11
"Denegado","2022","Becas doctorales","M","KT1",2
"Denegado","2022","Becas doctorales","X","KS5",1
"Denegado","2022","Becas externas","F","KA1",1
"Denegado","2022","Becas externas","F","KA3",1
"Denegado","2022","Becas externas","F","KA5",2
"Denegado","2022","Becas externas","F","KA7",1
"Denegado","2022","Becas externas","F","KA8",1
"Denegado","2022","Becas externas","F","KB2",2
"Denegado","2022","Becas externas","F","KB3",1
"Denegado","2022","Becas externas","F","KS1",1
"Denegado","2022","Becas externas","F","KS4",2
"Denegado","2022","Becas externas","F","KS8",1
"Denegado","2022","Becas externas","M","KA3",1
"Denegado","2022","Becas externas","M","KA4",1
"Denegado","2022","Becas externas","M","KA5",1
"Denegado","2022","Becas externas","M","KB2",3
"Denegado","2022","Becas externas","M","KB4",2
"Denegado","2022","Becas externas","M","KS4",1
"Denegado","2022","Becas externas","M","ND",1
"Denegado","2022","Becas postdoctorales","F","KA1",31
"Denegado","2022","Becas postdoctorales","F","KA2",2
"Denegado","2022","Becas postdoctorales","F","KA3",3
"Denegado","2022","Becas postdoctorales","F","KA5",5
"Denegado","2022","Becas postdoctorales","F","KA6",4
"Denegado","2022","Becas postdoctorales","F","KA7",23
"Denegado","2022","Becas postdoctorales","F","KA8",4
"Denegado","2022","Becas postdoctorales","F","KB1",25
"Denegado","2022","Becas postdoctorales","F","KB2",27
"Denegado","2022","Becas postdoctorales","F","KB3",20
"Denegado","2022","Becas postdoctorales","F","KB4",7
"Denegado","2022","Becas postdoctorales","F","KE1",10
"Denegado","2022","Becas postdoctorales","F","KE5",4
"Denegado","2022","Becas postdoctorales","F","KS1",11
"Denegado","2022","Becas postdoctorales","F","KS10",7
"Denegado","2022","Becas postdoctorales","F","KS2",29
"Denegado","2022","Becas postdoctorales","F","KS3",12
"Denegado","2022","Becas postdoctorales","F","KS4",24
"Denegado","2022","Becas postdoctorales","F","KS5",29
"Denegado","2022","Becas postdoctorales","F","KS6",4
"Denegado","2022","Becas postdoctorales","F","KS7",15
"Denegado","2022","Becas postdoctorales","F","KS8",10
"Denegado","2022","Becas postdoctorales","F","KS9",20
"Denegado","2022","Becas postdoctorales","F","KT1",4
"Denegado","2022","Becas postdoctorales","M","KA1",15
"Denegado","2022","Becas postdoctorales","M","KA2",1
"Denegado","2022","Becas postdoctorales","M","KA3",2
"Denegado","2022","Becas postdoctorales","M","KA5",4
"Denegado","2022","Becas postdoctorales","M","KA6",11
"Denegado","2022","Becas postdoctorales","M","KA7",6
"Denegado","2022","Becas postdoctorales","M","KA8",2
"Denegado","2022","Becas postdoctorales","M","KB1",7
"Denegado","2022","Becas postdoctorales","M","KB2",20
"Denegado","2022","Becas postdoctorales","M","KB3",3
"Denegado","2022","Becas postdoctorales","M","KB4",4
"Denegado","2022","Becas postdoctorales","M","KE1",10
"Denegado","2022","Becas postdoctorales","M","KE3",2
"Denegado","2022","Becas postdoctorales","M","KE5",2
"Denegado","2022","Becas postdoctorales","M","KS1",17
"Denegado","2022","Becas postdoctorales","M","KS10",4
"Denegado","2022","Becas postdoctorales","M","KS2",9
"Denegado","2022","Becas postdoctorales","M","KS3",23
"Denegado","2022","Becas postdoctorales","M","KS4",23
"Denegado","2022","Becas postdoctorales","M","KS5",24
"Denegado","2022","Becas postdoctorales","M","KS6",6
"Denegado","2022","Becas postdoctorales","M","KS7",5
"Denegado","2022","Becas postdoctorales","M","KS8",8
"Denegado","2022","Becas postdoctorales","M","KS9",5
"Denegado","2022","Becas postdoctorales","M","KT1",2
"Denegado","2022","Becas postdoctorales","X","KS5",1
"Denegado","2022",NA,"F","KA1",15
"Denegado","2022",NA,"F","KA2",1
"Denegado","2022",NA,"F","KA3",4
"Denegado","2022",NA,"F","KA5",6
"Denegado","2022",NA,"F","KA6",3
"Denegado","2022",NA,"F","KA7",12
"Denegado","2022",NA,"F","KA8",18
"Denegado","2022",NA,"F","KB1",5
"Denegado","2022",NA,"F","KB2",8
"Denegado","2022",NA,"F","KB3",6
"Denegado","2022",NA,"F","KB4",5
"Denegado","2022",NA,"F","KE1",10
"Denegado","2022",NA,"F","KE2",1
"Denegado","2022",NA,"F","KE3",2
"Denegado","2022",NA,"F","KE5",5
"Denegado","2022",NA,"F","KS1",11
"Denegado","2022",NA,"F","KS10",7
"Denegado","2022",NA,"F","KS2",9
"Denegado","2022",NA,"F","KS4",11
"Denegado","2022",NA,"F","KS5",40
"Denegado","2022",NA,"F","KS6",3
"Denegado","2022",NA,"F","KS7",13
"Denegado","2022",NA,"F","KS8",6
"Denegado","2022",NA,"F","KS9",17
"Denegado","2022",NA,"F","KT1",3
"Denegado","2022",NA,"M","KA1",6
"Denegado","2022",NA,"M","KA2",10
"Denegado","2022",NA,"M","KA3",3
"Denegado","2022",NA,"M","KA5",1
"Denegado","2022",NA,"M","KA6",2
"Denegado","2022",NA,"M","KA7",4
"Denegado","2022",NA,"M","KA8",6
"Denegado","2022",NA,"M","KB1",4
"Denegado","2022",NA,"M","KB2",7
"Denegado","2022",NA,"M","KB3",4
"Denegado","2022",NA,"M","KB4",1
"Denegado","2022",NA,"M","KE1",10
"Denegado","2022",NA,"M","KE3",3
"Denegado","2022",NA,"M","KE4",1
"Denegado","2022",NA,"M","KE5",3
"Denegado","2022",NA,"M","KS1",9
"Denegado","2022",NA,"M","KS10",3
"Denegado","2022",NA,"M","KS3",4
"Denegado","2022",NA,"M","KS4",6
"Denegado","2022",NA,"M","KS5",10
"Denegado","2022",NA,"M","KS6",1
"Denegado","2022",NA,"M","KS7",2
"Denegado","2022",NA,"M","KS8",2
"Denegado","2022",NA,"M","KS9",4
"Denegado","2022",NA,"M","KT1",3
"Denegado","2023","Becas doctorales","F","KA1",21
"Denegado","2023","Becas doctorales","F","KA2",2
"Denegado","2023","Becas doctorales","F","KA3",6
"Denegado","2023","Becas doctorales","F","KA4",2
"Denegado","2023","Becas doctorales","F","KA6",2
"Denegado","2023","Becas doctorales","F","KA8",9
"Denegado","2023","Becas doctorales","F","KB1",6
"Denegado","2023","Becas doctorales","F","KB2",3
"Denegado","2023","Becas doctorales","F","KB3",2
"Denegado","2023","Becas doctorales","F","KB4",4
"Denegado","2023","Becas doctorales","F","KE1",3
"Denegado","2023","Becas doctorales","F","KE3",1
"Denegado","2023","Becas doctorales","F","KE5",4
"Denegado","2023","Becas doctorales","F","KS1",2
"Denegado","2023","Becas doctorales","F","KS2",6
"Denegado","2023","Becas doctorales","F","KS3",6
"Denegado","2023","Becas doctorales","F","KS4",1
"Denegado","2023","Becas doctorales","F","KS5",20
"Denegado","2023","Becas doctorales","F","KS6",1
"Denegado","2023","Becas doctorales","F","KS7",1
"Denegado","2023","Becas doctorales","F","KS8",1
"Denegado","2023","Becas doctorales","F","KS9",11
"Denegado","2023","Becas doctorales","F","KT1",2
"Denegado","2023","Becas doctorales","M","KA1",23
"Denegado","2023","Becas doctorales","M","KA2",5
"Denegado","2023","Becas doctorales","M","KA3",2
"Denegado","2023","Becas doctorales","M","KA4",4
"Denegado","2023","Becas doctorales","M","KA5",3
"Denegado","2023","Becas doctorales","M","KA6",6
"Denegado","2023","Becas doctorales","M","KA7",4
"Denegado","2023","Becas doctorales","M","KA8",1
"Denegado","2023","Becas doctorales","M","KB1",3
"Denegado","2023","Becas doctorales","M","KB2",2
"Denegado","2023","Becas doctorales","M","KB3",1
"Denegado","2023","Becas doctorales","M","KB4",1
"Denegado","2023","Becas doctorales","M","KE1",1
"Denegado","2023","Becas doctorales","M","KE3",2
"Denegado","2023","Becas doctorales","M","KE5",3
"Denegado","2023","Becas doctorales","M","KS1",3
"Denegado","2023","Becas doctorales","M","KS2",1
"Denegado","2023","Becas doctorales","M","KS3",17
"Denegado","2023","Becas doctorales","M","KS4",2
"Denegado","2023","Becas doctorales","M","KS5",11
"Denegado","2023","Becas doctorales","M","KS6",2
"Denegado","2023","Becas doctorales","M","KS8",2
"Denegado","2023","Becas doctorales","M","KS9",5
"Denegado","2023","Becas doctorales","M","KT1",6
"Denegado","2023","Becas externas","F","KA1",1
"Denegado","2023","Becas externas","F","KA3",1
"Denegado","2023","Becas externas","F","KB4",3
"Denegado","2023","Becas externas","F","KS5",1
"Denegado","2023","Becas externas","F","ND",5
"Denegado","2023","Becas externas","M","KA1",1
"Denegado","2023","Becas externas","M","KA7",1
"Denegado","2023","Becas externas","M","KB2",3
"Denegado","2023","Becas externas","M","KE5",1
"Denegado","2023","Becas externas","M","ND",2
"Denegado","2023","Becas postdoctorales","F","KB4",2
"Denegado","2023",NA,"F","KA1",17
"Denegado","2023",NA,"F","KA2",1
"Denegado","2023",NA,"F","KA3",1
"Denegado","2023",NA,"F","KA6",1
"Denegado","2023",NA,"F","KA7",2
"Denegado","2023",NA,"F","KA8",9
"Denegado","2023",NA,"F","KB1",4
"Denegado","2023",NA,"F","KB2",8
"Denegado","2023",NA,"F","KB3",4
"Denegado","2023",NA,"F","KB4",5
"Denegado","2023",NA,"F","KE1",1
"Denegado","2023",NA,"F","KE4",1
"Denegado","2023",NA,"F","KS1",7
"Denegado","2023",NA,"F","KS10",2
"Denegado","2023",NA,"F","KS2",2
"Denegado","2023",NA,"F","KS3",3
"Denegado","2023",NA,"F","KS4",2
"Denegado","2023",NA,"F","KS5",14
"Denegado","2023",NA,"F","KS6",1
"Denegado","2023",NA,"F","KS7",3
"Denegado","2023",NA,"F","KS9",9
"Denegado","2023",NA,"F","KT1",6
"Denegado","2023",NA,"M","KA1",13
"Denegado","2023",NA,"M","KA3",1
"Denegado","2023",NA,"M","KA5",1
"Denegado","2023",NA,"M","KA8",1
"Denegado","2023",NA,"M","KB1",1
"Denegado","2023",NA,"M","KB2",3
"Denegado","2023",NA,"M","KB3",7
"Denegado","2023",NA,"M","KB4",4
"Denegado","2023",NA,"M","KE3",1
"Denegado","2023",NA,"M","KE5",1
"Denegado","2023",NA,"M","KS1",7
"Denegado","2023",NA,"M","KS2",3
"Denegado","2023",NA,"M","KS3",4
"Denegado","2023",NA,"M","KS4",4
"Denegado","2023",NA,"M","KS5",4
"Denegado","2023",NA,"M","KS6",1
"Denegado","2023",NA,"M","KS7",3
"Denegado","2023",NA,"M","KS8",1
"Denegado","2023",NA,"M","KS9",2
"Denegado","2023",NA,"M","KT1",4
"Denegado","2024","Becas doctorales","F","KA1",22
"Denegado","2024","Becas doctorales","F","KA2",2
"Denegado","2024","Becas doctorales","F","KA3",4
"Denegado","2024","Becas doctorales","F","KA4",1
"Denegado","2024","Becas doctorales","F","KA5",2
"Denegado","2024","Becas doctorales","F","KA6",2
"Denegado","2024","Becas doctorales","F","KA7",8
"Denegado","2024","Becas doctorales","F","KA8",2
"Denegado","2024","Becas doctorales","F","KB1",2
"Denegado","2024","Becas doctorales","F","KB2",1
"Denegado","2024","Becas doctorales","F","KB3",3
"Denegado","2024","Becas doctorales","F","KB4",1
"Denegado","2024","Becas doctorales","F","KE1",5
"Denegado","2024","Becas doctorales","F","KE5",2
"Denegado","2024","Becas doctorales","F","KS1",2
"Denegado","2024","Becas doctorales","F","KS2",1
"Denegado","2024","Becas doctorales","F","KS3",1
"Denegado","2024","Becas doctorales","F","KS4",4
"Denegado","2024","Becas doctorales","F","KS5",40
"Denegado","2024","Becas doctorales","F","KS9",3
"Denegado","2024","Becas doctorales","F","KT1",2
"Denegado","2024","Becas doctorales","M","KA1",18
"Denegado","2024","Becas doctorales","M","KA2",5
"Denegado","2024","Becas doctorales","M","KA3",2
"Denegado","2024","Becas doctorales","M","KA4",3
"Denegado","2024","Becas doctorales","M","KA6",2
"Denegado","2024","Becas doctorales","M","KA7",5
"Denegado","2024","Becas doctorales","M","KA8",2
"Denegado","2024","Becas doctorales","M","KB2",3
"Denegado","2024","Becas doctorales","M","KB3",3
"Denegado","2024","Becas doctorales","M","KE1",1
"Denegado","2024","Becas doctorales","M","KE3",3
"Denegado","2024","Becas doctorales","M","KE4",1
"Denegado","2024","Becas doctorales","M","KE5",1
"Denegado","2024","Becas doctorales","M","KS1",4
"Denegado","2024","Becas doctorales","M","KS2",3
"Denegado","2024","Becas doctorales","M","KS3",6
"Denegado","2024","Becas doctorales","M","KS4",2
"Denegado","2024","Becas doctorales","M","KS5",16
"Denegado","2024","Becas doctorales","M","KS7",2
"Denegado","2024","Becas doctorales","M","KS9",1
"Denegado","2024","Becas doctorales","M","KT1",3
"Denegado","2024",NA,"F","KA1",13
"Denegado","2024",NA,"F","KA2",1
"Denegado","2024",NA,"F","KA7",2
"Denegado","2024",NA,"F","KA8",2
"Denegado","2024",NA,"F","KB1",3
"Denegado","2024",NA,"F","KB2",4
"Denegado","2024",NA,"F","KB4",3
"Denegado","2024",NA,"F","KE1",2
"Denegado","2024",NA,"F","KE2",1
"Denegado","2024",NA,"F","KE3",2
"Denegado","2024",NA,"F","KE5",1
"Denegado","2024",NA,"F","KS1",3
"Denegado","2024",NA,"F","KS10",3
"Denegado","2024",NA,"F","KS3",2
"Denegado","2024",NA,"F","KS4",2
"Denegado","2024",NA,"F","KS5",20
"Denegado","2024",NA,"F","KS6",3
"Denegado","2024",NA,"F","KS7",1
"Denegado","2024",NA,"F","KS9",4
"Denegado","2024",NA,"F","KT1",4
"Denegado","2024",NA,"M","KA1",8
"Denegado","2024",NA,"M","KA2",4
"Denegado","2024",NA,"M","KA6",2
"Denegado","2024",NA,"M","KA8",2
"Denegado","2024",NA,"M","KB2",2
"Denegado","2024",NA,"M","KB3",2
"Denegado","2024",NA,"M","KB4",1
"Denegado","2024",NA,"M","KE1",2
"Denegado","2024",NA,"M","KE3",4
"Denegado","2024",NA,"M","KS1",1
"Denegado","2024",NA,"M","KS10",2
"Denegado","2024",NA,"M","KS4",4
"Denegado","2024",NA,"M","KS5",11
"Denegado","2024",NA,"M","KS6",3
"Denegado","2024",NA,"M","KS7",2
"Denegado","2024",NA,"M","KS9",3
"Denegado","2024",NA,"M","KT1",2
"No Otorgado","2023","Becas doctorales","F","KA1",20
"No Otorgado","2023","Becas doctorales","F","KA2",8
"No Otorgado","2023","Becas doctorales","F","KA3",11
"No Otorgado","2023","Becas doctorales","F","KA4",5
"No Otorgado","2023","Becas doctorales","F","KA5",15
"No Otorgado","2023","Becas doctorales","F","KA6",20
"No Otorgado","2023","Becas doctorales","F","KA7",42
"No Otorgado","2023","Becas doctorales","F","KA8",29
"No Otorgado","2023","Becas doctorales","F","KB1",76
"No Otorgado","2023","Becas doctorales","F","KB2",93
"No Otorgado","2023","Becas doctorales","F","KB3",71
"No Otorgado","2023","Becas doctorales","F","KB4",22
"No Otorgado","2023","Becas doctorales","F","KE1",58
"No Otorgado","2023","Becas doctorales","F","KE2",7
"No Otorgado","2023","Becas doctorales","F","KE3",16
"No Otorgado","2023","Becas doctorales","F","KE4",10
"No Otorgado","2023","Becas doctorales","F","KE5",42
"No Otorgado","2023","Becas doctorales","F","KS1",34
"No Otorgado","2023","Becas doctorales","F","KS10",34
"No Otorgado","2023","Becas doctorales","F","KS2",75
"No Otorgado","2023","Becas doctorales","F","KS3",23
"No Otorgado","2023","Becas doctorales","F","KS4",60
"No Otorgado","2023","Becas doctorales","F","KS5",79
"No Otorgado","2023","Becas doctorales","F","KS6",8
"No Otorgado","2023","Becas doctorales","F","KS7",24
"No Otorgado","2023","Becas doctorales","F","KS8",24
"No Otorgado","2023","Becas doctorales","F","KS9",42
"No Otorgado","2023","Becas doctorales","M","KA1",10
"No Otorgado","2023","Becas doctorales","M","KA2",11
"No Otorgado","2023","Becas doctorales","M","KA3",6
"No Otorgado","2023","Becas doctorales","M","KA4",8
"No Otorgado","2023","Becas doctorales","M","KA5",9
"No Otorgado","2023","Becas doctorales","M","KA6",18
"No Otorgado","2023","Becas doctorales","M","KA7",13
"No Otorgado","2023","Becas doctorales","M","KA8",8
"No Otorgado","2023","Becas doctorales","M","KB1",42
"No Otorgado","2023","Becas doctorales","M","KB2",74
"No Otorgado","2023","Becas doctorales","M","KB3",34
"No Otorgado","2023","Becas doctorales","M","KB4",8
"No Otorgado","2023","Becas doctorales","M","KE1",47
"No Otorgado","2023","Becas doctorales","M","KE2",15
"No Otorgado","2023","Becas doctorales","M","KE3",57
"No Otorgado","2023","Becas doctorales","M","KE4",7
"No Otorgado","2023","Becas doctorales","M","KE5",37
"No Otorgado","2023","Becas doctorales","M","KS1",27
"No Otorgado","2023","Becas doctorales","M","KS10",18
"No Otorgado","2023","Becas doctorales","M","KS2",27
"No Otorgado","2023","Becas doctorales","M","KS3",32
"No Otorgado","2023","Becas doctorales","M","KS4",55
"No Otorgado","2023","Becas doctorales","M","KS5",54
"No Otorgado","2023","Becas doctorales","M","KS6",15
"No Otorgado","2023","Becas doctorales","M","KS7",17
"No Otorgado","2023","Becas doctorales","M","KS8",7
"No Otorgado","2023","Becas doctorales","M","KS9",15
"No Otorgado","2023","Becas doctorales","X","KS3",1
"No Otorgado","2023",NA,"F","KA1",3
"No Otorgado","2023",NA,"F","KA2",2
"No Otorgado","2023",NA,"F","KA3",2
"No Otorgado","2023",NA,"F","KA4",1
"No Otorgado","2023",NA,"F","KA5",1
"No Otorgado","2023",NA,"F","KA6",1
"No Otorgado","2023",NA,"F","KA7",7
"No Otorgado","2023",NA,"F","KA8",6
"No Otorgado","2023",NA,"F","KB1",12
"No Otorgado","2023",NA,"F","KB2",5
"No Otorgado","2023",NA,"F","KB3",6
"No Otorgado","2023",NA,"F","KB4",2
"No Otorgado","2023",NA,"F","KE1",2
"No Otorgado","2023",NA,"F","KS1",2
"No Otorgado","2023",NA,"F","KS10",6
"No Otorgado","2023",NA,"F","KS2",4
"No Otorgado","2023",NA,"F","KS3",1
"No Otorgado","2023",NA,"F","KS4",5
"No Otorgado","2023",NA,"F","KS5",4
"No Otorgado","2023",NA,"F","KS6",1
"No Otorgado","2023",NA,"F","KS7",3
"No Otorgado","2023",NA,"F","KS8",4
"No Otorgado","2023",NA,"F","KS9",2
"No Otorgado","2023",NA,"M","KA1",2
"No Otorgado","2023",NA,"M","KA2",5
"No Otorgado","2023",NA,"M","KA3",1
"No Otorgado","2023",NA,"M","KA5",3
"No Otorgado","2023",NA,"M","KA7",7
"No Otorgado","2023",NA,"M","KA8",2
"No Otorgado","2023",NA,"M","KB1",3
"No Otorgado","2023",NA,"M","KB2",6
"No Otorgado","2023",NA,"M","KB3",4
"No Otorgado","2023",NA,"M","KB4",1
"No Otorgado","2023",NA,"M","KS10",2
"No Otorgado","2023",NA,"M","KS2",3
"No Otorgado","2023",NA,"M","KS4",2
"No Otorgado","2023",NA,"M","KS5",3
